0.6,0.02
0.59,0.02
0.58,0.02
0.57,0.02
0.56,0.02
0.55,0.02
0.54,0.02
0.53,0.02
0.52,0.02
0.51,0.02
0.5,0.02
0.49,0.02
0.48,0.02
0.47,0.02
0.46,0.02
0.45,0.02
0.44,0.02
0.43,0.02
0.42,0.02
0.41,0.02
0.4,0.02
0.39,0.02
0.38,0.02
0.37,0.02
0.36,0.02
0.35,0.02
0.34,0.02
0.33,0.02
0.32,0.02
0.31,0.02
0.3,0.02
0.29,0.02
0.28,0.02
0.27,0.02
0.26,0.02
0.25,0.02
0.24,0.02
0.23,0.02
0.22,0.02
0.22,0.03
0.22,0.04
0.22,0.05
0.22,0.06
0.22,0.07
0.22,0.08
0.22,0.09
0.22,0.1
0.22,0.11
0.22,0.12
0.22,0.13
0.22,0.14
0.22,0.15
0.22,0.16
0.22,0.17
0.22,0.18
0.22,0.19
0.22,0.2
0.22,0.21
0.22,0.22
0.22,0.23
0.22,0.24
0.23,0.24
0.24,0.24
0.25,0.24
0.26,0.24
0.27,0.24
0.28,0.24
0.29,0.24
0.3,0.24
0.31,0.24
0.32,0.24
0.33,0.24
0.34,0.24
0.35,0.24
0.36,0.24
0.37,0.24
0.38,0.24
0.39,0.24
0.4,0.24
0.41,0.24
0.42,0.24
0.43,0.24
0.44,0.24
0.45,0.24
0.46,0.24
0.47,0.24
0.48,0.24
0.49,0.24
0.5,0.24
0.49,0.24
0.48,0.24
0.47,0.24
0.46,0.24
0.45,0.24
0.44,0.24
0.43,0.24
0.42,0.24
0.41,0.24
0.4,0.24
0.39,0.24
0.38,0.24
0.37,0.24
0.36,0.24
0.35,0.24
0.34,0.24
0.33,0.24
0.32,0.24
0.31,0.24
0.3,0.24
0.29,0.24
0.28,0.24
0.27,0.24
0.26,0.24
0.25,0.24
0.24,0.24
0.23,0.24
0.22,0.24
0.22,0.25
0.22,0.26
0.22,0.27
0.22,0.28
0.22,0.29
0.22,0.3
0.22,0.31
0.22,0.32
0.22,0.33
0.22,0.34
0.22,0.35
0.22,0.36
0.22,0.37
0.22,0.38
0.22,0.39
0.22,0.4
0.22,0.41
0.22,0.42
0.22,0.43
0.22,0.44
0.22,0.45
0.22,0.46
0.22,0.47
0.22,0.48
0.23,0.48
0.24,0.48
0.25,0.48
0.26,0.48
0.27,0.48
0.28,0.48
0.29,0.48
0.3,0.48
0.31,0.48
0.32,0.48
0.33,0.48
0.34,0.48
0.35,0.48
0.36,0.48
0.37,0.48
0.38,0.48
0.39,0.48
0.4,0.48
0.41,0.48
0.42,0.48
0.43,0.48
0.44,0.48
0.45,0.48
0.46,0.48
0.47,0.48
0.48,0.48
0.49,0.48
0.5,0.48
0.51,0.48
0.52,0.48
0.53,0.48
0.54,0.48
0.55,0.48
0.56,0.48
0.57,0.48
0.58,0.48
0.59,0.48
0.6,0.48
