0.22,0.48
0.23,0.46
0.24,0.44
0.25,0.42
0.27,0.4
0.28,0.38
0.29,0.36
0.3,0.34
0.31,0.32
0.32,0.3
0.33,0.28
0.34,0.26
0.35,0.24
0.36,0.22
0.37,0.2
0.38,0.18
0.39,0.16
0.4,0.14
0.41,0.12
0.42,0.1
0.43,0.08
0.44,0.06
0.45,0.04
0.46,0.02
0.45,0.04
0.44,0.06
0.43,0.08
0.42,0.1
0.41,0.12
0.4,0.14
0.39,0.16
0.38,0.18
0.37,0.2
0.36,0.22
0.35,0.24
0.37,0.26
0.38,0.28
0.39,0.3
0.4,0.32
0.41,0.34
0.42,0.36
0.43,0.38
0.44,0.4
0.45,0.42
0.46,0.44
0.47,0.46
0.48,0.48
0.47,0.46
0.46,0.44
0.45,0.42
0.44,0.4
0.43,0.38
0.42,0.36
0.41,0.34
0.4,0.32
0.39,0.3
0.38,0.28
0.37,0.26
0.36,0.24
0.35,0.22
0.34,0.2
0.33,0.18
0.32,0.16
0.31,0.14
0.3,0.12
0.29,0.1
0.28,0.08
0.27,0.06
0.26,0.04
0.25,0.02
