0.22,0.02
0.22,0.03
0.22,0.04
0.22,0.05
0.22,0.06
0.22,0.07
0.22,0.08
0.22,0.09
0.22,0.1
0.22,0.11
0.22,0.12
0.22,0.13
0.22,0.14
0.22,0.15
0.22,0.16
0.22,0.17
0.22,0.18
0.22,0.19
0.22,0.2
0.22,0.21
0.22,0.22
0.22,0.23
0.22,0.24
0.22,0.25
0.22,0.26
0.22,0.27
0.22,0.28
0.22,0.29
0.22,0.3
0.22,0.31
0.22,0.32
0.22,0.33
0.22,0.34
0.22,0.35
0.22,0.36
0.22,0.37
0.22,0.38
0.22,0.39
0.22,0.4
0.22,0.41
0.22,0.42
0.22,0.43
0.22,0.44
0.22,0.45
0.22,0.46
0.22,0.47
0.22,0.48
0.22,0.46
0.23,0.44
0.24,0.42
0.25,0.4
0.26,0.38
0.27,0.36
0.28,0.34
0.29,0.32
0.3,0.3
0.31,0.28
0.32,0.26
0.33,0.24
0.34,0.22
0.35,0.2
0.36,0.18
0.37,0.16
0.38,0.14
0.39,0.12
0.4,0.1
0.41,0.08
0.42,0.06
0.43,0.04
0.44,0.02
0.44,0.03
0.44,0.04
0.44,0.05
0.44,0.06
0.44,0.07
0.44,0.08
0.44,0.09
0.44,0.1
0.44,0.11
0.44,0.12
0.44,0.13
0.44,0.14
0.44,0.15
0.44,0.16
0.44,0.17
0.44,0.18
0.44,0.19
0.44,0.2
0.44,0.21
0.44,0.22
0.44,0.23
0.44,0.24
0.44,0.25
0.44,0.26
0.44,0.27
0.44,0.28
0.44,0.29
0.44,0.3
0.44,0.31
0.44,0.32
0.44,0.33
0.44,0.34
0.44,0.35
0.44,0.36
0.44,0.37
0.44,0.38
0.44,0.39
0.44,0.4
0.44,0.41
0.44,0.42
0.44,0.43
0.44,0.44
0.44,0.45
0.44,0.46
0.44,0.47
0.44,0.48
