0.22,0.02
0.22,0.03
0.22,0.04
0.22,0.05
0.22,0.06
0.22,0.07
0.22,0.08
0.22,0.09
0.22,0.1
0.22,0.11
0.22,0.12
0.22,0.13
0.22,0.14
0.22,0.15
0.22,0.16
0.22,0.17
0.22,0.18
0.22,0.19
0.22,0.2
0.22,0.21
0.22,0.22
0.22,0.23
0.22,0.24
0.22,0.25
0.22,0.26
0.22,0.27
0.22,0.28
0.22,0.29
0.22,0.3
0.22,0.31
0.22,0.32
0.22,0.33
0.22,0.34
0.22,0.35
0.22,0.36
0.22,0.37
0.22,0.38
0.22,0.39
0.22,0.4
0.22,0.41
0.22,0.42
0.22,0.43
0.22,0.44
0.22,0.45
0.22,0.46
0.22,0.47
0.22,0.48
0.22,0.47
0.22,0.46
0.22,0.45
0.22,0.44
0.22,0.43
0.22,0.42
0.22,0.41
0.22,0.4
0.22,0.39
0.22,0.38
0.22,0.37
0.22,0.36
0.22,0.35
0.22,0.34
0.22,0.33
0.22,0.32
0.22,0.31
0.22,0.3
0.22,0.29
0.22,0.28
0.22,0.27
0.22,0.26
0.22,0.25
0.22,0.24
0.23,0.24
0.24,0.24
0.25,0.24
0.26,0.24
0.27,0.24
0.28,0.24
0.29,0.24
0.3,0.24
0.31,0.24
0.32,0.24
0.33,0.24
0.34,0.24
0.35,0.24
0.36,0.24
0.37,0.24
0.38,0.24
0.39,0.24
0.4,0.24
0.41,0.24
0.42,0.24
0.43,0.24
0.44,0.24
0.45,0.24
0.46,0.24
0.47,0.24
0.48,0.24
0.49,0.24
0.5,0.24
0.51,0.24
0.52,0.24
0.52,0.25
0.52,0.26
0.52,0.27
0.52,0.28
0.52,0.29
0.52,0.3
0.52,0.31
0.52,0.32
0.52,0.33
0.52,0.34
0.52,0.35
0.52,0.36
0.52,0.37
0.52,0.38
0.52,0.39
0.52,0.4
0.52,0.41
0.52,0.42
0.52,0.43
0.52,0.44
0.52,0.45
0.52,0.46
0.52,0.47
0.52,0.48
0.52,0.47
0.52,0.46
0.52,0.45
0.52,0.44
0.52,0.43
0.52,0.42
0.52,0.41
0.52,0.4
0.52,0.39
0.52,0.38
0.52,0.37
0.52,0.36
0.52,0.35
0.52,0.34
0.52,0.33
0.52,0.32
0.52,0.31
0.52,0.3
0.52,0.29
0.52,0.28
0.52,0.27
0.52,0.26
0.52,0.25
0.52,0.24
0.52,0.23
0.52,0.22
0.52,0.21
0.52,0.2
0.52,0.19
0.52,0.18
0.52,0.17
0.52,0.16
0.52,0.15
0.52,0.14
0.52,0.13
0.52,0.12
0.52,0.11
0.52,0.1
0.52,0.09
0.52,0.08
0.52,0.07
0.52,0.06
0.52,0.05
0.52,0.04
0.52,0.03
0.52,0.02
