0.27,0.12
0.26,0.13
0.25,0.14
0.24,0.15
0.23,0.16
0.22,0.17
0.22,0.18
0.22,0.19
0.22,0.2
0.22,0.21
0.22,0.22
0.22,0.23
0.22,0.24
0.22,0.25
0.22,0.26
0.22,0.27
0.22,0.28
0.22,0.29
0.22,0.3
0.22,0.31
0.22,0.32
0.22,0.33
0.22,0.34
0.22,0.35
0.22,0.36
0.22,0.37
0.22,0.38
0.22,0.39
0.22,0.4
0.22,0.41
0.22,0.42
0.22,0.43
0.23,0.44
0.24,0.45
0.25,0.46
0.26,0.47
0.27,0.48
0.28,0.48
0.29,0.48
0.3,0.48
0.31,0.48
0.32,0.48
0.33,0.48
0.34,0.48
0.35,0.48
0.36,0.48
0.37,0.48
0.38,0.48
0.39,0.48
0.4,0.48
0.41,0.48
0.42,0.48
0.43,0.48
0.44,0.48
0.45,0.48
0.46,0.48
0.47,0.48
0.48,0.48
0.49,0.47
0.5,0.46
0.51,0.45
0.53,0.44
0.53,0.43
0.53,0.42
0.53,0.41
0.53,0.4
0.53,0.39
0.53,0.38
0.53,0.37
0.53,0.36
0.53,0.35
0.53,0.34
0.53,0.33
0.53,0.32
0.53,0.31
0.53,0.3
0.53,0.29
0.53,0.28
0.53,0.27
0.53,0.26
0.53,0.25
0.53,0.24
0.53,0.23
0.53,0.22
0.53,0.21
0.53,0.2
0.53,0.19
0.53,0.18
0.53,0.17
0.52,0.16
0.51,0.15
0.5,0.14
0.49,0.13
0.48,0.12
0.47,0.13
0.46,0.14
0.45,0.15
0.44,0.16
0.43,0.17
0.44,0.16
0.45,0.15
0.46,0.14
0.47,0.13
0.48,0.12
0.49,0.11
0.5,0.1
0.51,0.09
0.52,0.08
0.53,0.07
0.52,0.08
0.51,0.09
0.5,0.1
0.49,0.11
0.48,0.12
0.48,0.12
0.47,0.12
0.46,0.12
0.45,0.12
0.44,0.12
0.43,0.12
0.42,0.12
0.41,0.12
0.4,0.12
0.39,0.12
0.38,0.12
0.37,0.12
0.36,0.12
0.35,0.12
0.34,0.12
0.33,0.12
0.32,0.12
0.31,0.12
0.3,0.12
0.29,0.12
0.28,0.12
0.27,0.12
