0.22,0.48
0.23,0.46
0.24,0.44
0.25,0.42
0.26,0.4
0.27,0.38
0.28,0.36
0.29,0.34
0.3,0.32
0.31,0.34
0.32,0.36
0.33,0.38
0.34,0.4
0.36,0.42
0.36,0.44
0.37,0.46
0.38,0.48
0.37,0.46
0.36,0.44
0.35,0.42
0.34,0.4
0.33,0.38
0.32,0.36
0.31,0.34
0.3,0.32
0.3,0.31
0.3,0.3
0.3,0.29
0.3,0.28
0.3,0.27
0.3,0.26
0.3,0.25
0.3,0.24
0.3,0.23
0.3,0.22
0.3,0.21
0.3,0.2
0.3,0.19
0.3,0.18
0.3,0.17
0.3,0.16
0.3,0.15
0.3,0.14
0.3,0.13
0.3,0.12
0.3,0.11
0.3,0.1
0.3,0.09
0.3,0.08
0.3,0.07
0.3,0.06
0.3,0.05
0.3,0.04
0.3,0.03
0.3,0.02
