0.22,0.02
0.23,0.02
0.24,0.02
0.25,0.02
0.26,0.02
0.27,0.02
0.28,0.02
0.29,0.02
0.3,0.02
0.31,0.02
0.32,0.02
0.33,0.02
0.34,0.02
0.35,0.02
0.36,0.02
0.37,0.02
0.38,0.02
0.39,0.04
0.4,0.06
0.41,0.08
0.42,0.1
0.43,0.12
0.43,0.13
0.43,0.14
0.43,0.15
0.43,0.16
0.42,0.18
0.41,0.2
0.4,0.22
0.39,0.24
0.38,0.26
0.37,0.26
0.36,0.26
0.35,0.26
0.34,0.26
0.33,0.26
0.32,0.26
0.31,0.26
0.3,0.26
0.29,0.26
0.28,0.26
0.27,0.26
0.26,0.28
0.25,0.29
0.24,0.3
0.23,0.31
0.22,0.32
0.22,0.33
0.22,0.34
0.22,0.35
0.22,0.36
0.22,0.37
0.22,0.38
0.22,0.39
0.22,0.4
0.22,0.41
0.22,0.42
0.22,0.43
0.23,0.44
0.24,0.45
0.25,0.46
0.26,0.47
0.27,0.48
0.28,0.48
0.29,0.48
0.3,0.48
0.31,0.48
0.32,0.48
0.33,0.48
0.34,0.48
0.35,0.48
0.36,0.48
0.37,0.48
0.38,0.48
0.39,0.48
0.4,0.48
0.41,0.48
0.42,0.48
0.43,0.48
